id,verdict,decided_by,method,score,similarity,train_file,val_file,train_class,val_class,evidence
63,same_scene,unanimous,keypoints,38,0.918,train/n03417042/n03417042_18169.JPEG,val/n03417042/n03417042_19812.JPEG,garbage truck,garbage truck,"Same silver side-loader garbage truck on the same street of white mobile homes, but the truck has moved and the bin sits in a different spot relative to it."
64,same_scene,unanimous,keypoints,38,0.98,train/n03445777/n03445777_13918.JPEG,val/n03445777/n03445777_6882.JPEG,golf ball,golf ball,"Same fairway, flag, tree line and watermark, but the ball sits at a different position and size in each frame, so these are separate captures."
65,same_scene,unanimous,keypoints,37,0.937,train/n03000684/n03000684_16644.JPEG,val/n03000684/n03000684_7620.JPEG,chain saw,chain saw,"Same man in a red plaid shirt and orange earmuffs cutting the same chained log, but in the val frame the cut is further along, with sawdust flying and a different chainsaw angle."
66,same_scene,unanimous,keypoints,37,0.88,train/n03417042/n03417042_10717.JPEG,val/n03417042/n03417042_802.JPEG,garbage truck,garbage truck,"Same green WM garbage truck with the white exhaust stack and rust streaks, shot from two different angles and distances."
67,same_scene,unanimous,keypoints,35,0.918,train/n03417042/n03417042_17233.JPEG,val/n03417042/n03417042_26971.JPEG,garbage truck,garbage truck,"Same white garbage truck, silver minivan, flower pots and date watermark, but the truck has moved further along the road and the sky and lighting differ."
68,same_scene,unanimous,keypoints,35,0.834,train/n03425413/n03425413_8504.JPEG,val/n03425413/n03425413_1631.JPEG,gas pump,gas pump,"Same rusty vintage 'Regular' gas pump: the train shot is wide with a building behind it, the val shot is a close-up of the dial face with trees behind, so these are different captures."
69,different,unanimous,keypoints,35,0.878,train/n03445777/n03445777_14568.JPEG,val/n03445777/n03445777_9771.JPEG,golf ball,golf ball,"Two unrelated golf-ball stock shots: one is an extreme close-up on the fairway, the other shows the ball on the lip of a cup with the hole visible."
70,same_scene,unanimous,keypoints,34,0.85,train/n03417042/n03417042_26865.JPEG,val/n03417042/n03417042_27862.JPEG,garbage truck,garbage truck,"Same T-200 white garbage truck, twin bins, car roof in the foreground and houses behind, but the truck has turned and moved between frames."
71,same_scene,tie-break,keypoints,34,0.884,train/n03445777/n03445777_11236.JPEG,val/n03445777/n03445777_5712.JPEG,golf ball,golf ball,"These are the same ball and the same patch of green: after alignment the dimple pattern and individual grass blades line up, and the ball silhouette sits within 1 px with no parallax. But the frames are two different exposures. Train is a full 2:3 portrait frame and val a full 3:2 landscape frame, related by a consistent ~4.5 deg tilt and ~0.93 scale (RANSAC across thresholds). Each also shows what the other lacks: train has about 100 px (val scale) more foreground grass below the ball, and val has more grass to the right. So neither can be a crop of the other, and this looks like a vertical/horizontal pair shot from one setup, not one image resold under two watermarks."
72,same_scene,unanimous,keypoints,33,0.897,train/n03000684/n03000684_18143.JPEG,val/n03000684/n03000684_3271.JPEG,chain saw,chain saw,"Same older man in a white hard hat, white T-shirt and blue chainsaw at the same log pile, standing in a different pose and position."
73,same_scene,unanimous,keypoints,33,0.899,train/n03417042/n03417042_12128.JPEG,val/n03417042/n03417042_12170.JPEG,garbage truck,garbage truck,"Same dark truck with the SENGER-KRAFT baby banner at the same event with the same trees, but different people are in the foreground crowd."
74,same_scene,unanimous,keypoints,33,0.885,train/n03888257/n03888257_48.JPEG,val/n03888257/n03888257_29050.JPEG,parachute,parachute,"Same RAF striped parachute with a trailing flag and smoke, but after aligning the canopies the flag, smoke and jumper's body position differ, so these are burst frames."
75,different,unanimous,keypoints,32,0.806,train/n02102040/n02102040_5096.JPEG,val/n02102040/n02102040_5070.JPEG,English springer,English springer,Different springer spaniels: a liver-and-white dog lying by a green fence versus a black-and-white dog standing on a pale background.
76,same_photo,unanimous,keypoints,31,0.897,train/n02979186/n02979186_10598.JPEG,val/n02979186/n02979186_26590.JPEG,cassette player,cassette player,"Same EIKI cassette recorder shot with identical angle, highlights and details; the val version has its dark textured background replaced with flat gray (SIFT: pure 1.085x scale, sub-pixel residual)."
77,same_scene,unanimous,keypoints,31,0.884,train/n03000684/n03000684_6827.JPEG,val/n03000684/n03000684_7161.JPEG,chain saw,chain saw,"Same worker in a gray hoodie cutting the same large tree in front of the same white service truck, but in a different pose (standing versus kneeling) and cutting position."
78,different,unanimous,keypoints,31,0.909,train/n03000684/n03000684_8368.JPEG,val/n03000684/n03000684_931.JPEG,chain saw,chain saw,"Two different Husqvarna product photos: the train one is tilted with a motion-blurred bar and a different model badge on gray-line art, the val one is a straight-on 357 XP in a green frame."
79,same_scene,unanimous,keypoints,31,0.914,train/n03417042/n03417042_5098.JPEG,val/n03417042/n03417042_620.JPEG,garbage truck,garbage truck,"Same small white truck with the blue hook-lift bin, same background and HBCLQC watermark, but the bin is level in one frame and tilted up in the other."
80,same_scene,unanimous,keypoints,31,0.909,train/n03417042/n03417042_9378.JPEG,val/n03417042/n03417042_5380.JPEG,garbage truck,garbage truck,"Same garbage truck, yellow-shirted worker, white bags and red car on the same tree-lined street, but the worker's position and the car's distance differ, so these are two different moments."
81,same_scene,unanimous,keypoints,30,0.921,train/n03394916/n03394916_35713.JPEG,val/n03394916/n03394916_40741.JPEG,French horn,French horn,"Same red-haired girl in glasses with the same blue swirl backdrop and black outfit, resting her arms on a horn; the pose and the horn's appearance and angle differ, so it is the same photo session."
82,same_scene,unanimous,keypoints,29,0.818,train/n02102040/n02102040_2395.JPEG,val/n02102040/n02102040_5311.JPEG,English springer,English springer,"Same sleeping black-and-white spaniel with a purple tag on the same red leather couch; one shot is a close-up of the face, the other is wider and shows the paws and the patterned pillow."
83,same_scene,unanimous,keypoints,29,0.86,train/n02102040/n02102040_5488.JPEG,val/n02102040/n02102040_1442.JPEG,English springer,English springer,Same dog-show ring with the same grey-haired handler (armband) stacking the same liver-and-white springer beside the white car and canopy; the judge's position and the framing differ.
84,different,unanimous,keypoints,29,0.828,train/n03394916/n03394916_16555.JPEG,val/n03394916/n03394916_3731.JPEG,French horn,French horn,"Two unrelated product cutouts: an upright tenor-horn-style instrument versus a gold French-horn charm with a jump ring, each a different object and angle."
85,same_scene,unanimous,keypoints,29,0.922,train/n03394916/n03394916_40026.JPEG,val/n03394916/n03394916_10591.JPEG,French horn,French horn,"Same girl in an orange shirt with a French horn on the same floral couch, with the same pink blanket, lamp and tie-dye cloth; her mouth and expression differ (tongue out vs. playing)."
86,different,unanimous,keypoints,29,0.849,train/n03445777/n03445777_12744.JPEG,val/n03445777/n03445777_1922.JPEG,golf ball,golf ball,A golf ball on grass at night with bokeh lights versus a daytime fairway with golfers' legs in the background; the scenes are unrelated.
87,different,unanimous,keypoints,28,0.817,train/n03000684/n03000684_3853.JPEG,val/n03000684/n03000684_2402.JPEG,chain saw,chain saw,A red Shindaiwa 357 top-handle chainsaw on a beige background versus a different orange rear-handle chainsaw on a grey gradient.
88,same_scene,unanimous,keypoints,28,0.804,train/n03394916/n03394916_32745.JPEG,val/n03394916/n03394916_37991.JPEG,French horn,French horn,"Same horn player session: the same brass horn, blue clothespin on the metal music stand and stone-wall background, with one shot showing the man and the other a close-up of the stand, clip and bell."
89,same_scene,unanimous,keypoints,27,0.869,train/n02102040/n02102040_6109.JPEG,val/n02102040/n02102040_3260.JPEG,English springer,English springer,"Same two springer spaniels (one lying with a blue tag, one standing) on the same concrete patio beside the white cast-iron table, shot from a closer, different angle."
90,same_photo,tie-break,keypoints,27,0.834,train/n03000684/n03000684_16688.JPEG,val/n03000684/n03000684_11672.JPEG,chain saw,chain saw,"A single scale+shift (similarity) transform lines the yellow saw up with the red one at sub-pixel accuracy: 29 SIFT inliers spread across the front handle, the bottom of the handguard and the rear knobs/handle, mean residual 0.7 px. After alignment the outlines of the bar, handguard, top cover and rear handle overlap, and small details sit in the same spots on both (the side vents, the clutch-cover holes, the two rear knobs, even the small hole near the bar tip). The yellow version is a soft, washed-out retouch: the top-cover facets are flattened, the chain looks painted, there is a Vigor decal on the bar and the background is white. So the ""different cover shape and controls"" the skeptic saw are retouching and blur, not a different pose or product. This is one studio photo, recolored and edited."
91,same_scene,unanimous,keypoints,27,0.846,train/n03000684/n03000684_1746.JPEG,val/n03000684/n03000684_6142.JPEG,chain saw,chain saw,Same fallen conifer trunk in the same woods with the same orange-and-white chainsaw resting on it; one frame is empty and the other has a man in red plaid and a hard hat posing with his foot on the log.
92,different,unanimous,keypoints,27,0.819,train/n03000684/n03000684_18788.JPEG,val/n03000684/ILSVRC2012_val_00007460.JPEG,chain saw,chain saw,Two ECHO marketing diagrams with the same callout style but different models: a top-handle 26.3cc saw versus a rear-handle 33.4cc saw with different labels.
93,same_scene,unanimous,keypoints,27,0.831,train/n03417042/n03417042_21004.JPEG,val/n03417042/n03417042_19812.JPEG,garbage truck,garbage truck,"Same side-loader garbage truck beside the same blue bin in the same mobile-home park; one is shot from farther back through a window frame, the other is closer."
94,same_scene,unanimous,keypoints,26,0.858,train/n02102040/n02102040_7974.JPEG,val/n02102040/n02102040_4492.JPEG,English springer,English springer,"Same woman in a blue cardigan gaiting the same liver-and-white springer past the same purple tent at a dog show, at a different stride and framing."
95,different,tie-break,keypoints,26,0.843,train/n03417042/n03417042_19596.JPEG,val/n03417042/n03417042_18601.JPEG,garbage truck,garbage truck,"Both photos were taken from the same roadside spot: the same flowering hedge in front, the blue gas-station canopy at left and the same tree line. But the trucks are different vehicles. Train shows a white conventional-cab dump truck (long hood, Freightliner-style grille) with a dark tarped dump body. Val shows a green WM garbage truck with a white cab-over (Mack LE-style), the yellow WM logo and a packer body. So only the background is shared, not the subject, and this does not meet the same_scene bar."
96,same_scene,unanimous,keypoints,26,0.867,train/n03888257/n03888257_7294.JPEG,val/n03888257/n03888257_42680.JPEG,parachute,parachute,Same tandem skydive pair in matching red-and-turquoise suits over the same cloud layer; one shot is close up and the other is farther away with the drogue chute visible.
